CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,EstimatedSalaryINR
15767954,Osborne,635,Germany,Female,28,3,"€ 156,791.36",14111222.4
15757535,Heap,647,Spain,Female,44,5,"€ 174,205.22",15678469.8
15731511,Ritchie,808,France,Male,45,7,"€ 147,132.46",13241921.4
15809248,Cole,524,FRA,Female,36,10,"€ 109,614.57",9865311.3
15640635,Capon,769,FRA,Male,29,8,"€ 172,290.61",15506154.9
15676966,Capon,730,Spain,Male,42,4,"€ 85,982.47",7738422.3
15699461,Fiorentini,515,Spain,Male,35,10,"€ 121,277.78",10915000.2
15738721,Graham,773,Spain,Male,41,9,"€ 64,595.25",5813572.5
15693683,Yuille,814,Germany,Male,29,8,"€ 197,276.13",17754851.7
15604348,Allard,710,Spain,Male,22,8,"€ 99,645.04",8968053.6
15633059,Fanucci,413,France,Male,34,9,"€ 6,534.18",588076.2
15808582,Fu,665,FRA,Female,40,6,"€ 161,848.03",14566322.7
15743192,Hung,623,French,Female,44,6,"€ 167,162.43",15044618.7
15580146,Hung,738,France,Male,31,9,"€ 41,970.72",3777364.8
15776605,Bradley,528,Spain,Male,36,7,"€ 60,536.56",5448290.4
15804919,Dunbabin,670,Spain,Female,65,1,"€ 177,655.68",15989011.2
15613854,Mauldon,622,Spain,Female,46,4,"€ 30,984.59",2788613.1
15599195,Stiger,582,Germany,Male,32,1,"€ 10,054.53",904907.7
15812878,Parsons,785,Germany,Female,36,2,"€ 36,976.52",3327886.8
15602312,Walkom,605,Spain,Male,33,5,"€ 71,862.79",6467651.1
15744689,T'ang,479,Germany,Male,35,9,"€ 99,449.86",8950487.4
15803526,Eremenko,685,Germany,Male,30,3,"€ 63,082.88",5677459.2
15665790,Rowntree,538,Germany,Male,39,7,"€ 27,231.26",2450813.4
15715951,Thorpe,562,France,Male,42,2,"€ 86,797.41",7811766.9
15591100,Chiemela,675,Spain,Male,36,9,"€ 22,994.32",2069488.8
15609618,Fanucci,721,Germany,Male,28,9,"€ 101,300.94",9117084.6
15675522,Ko,628,Germany,Female,30,9,"€ 74,169.13",6675221.7
15705512,Welch,668,Germany,Female,37,6,"€ 115,638.29",10407446.1
15698028,Duncan,506,France,Female,41,1,"€ 31,766.30",2858967
15661670,Chidozie,524,Germany,Female,31,8,"€ 199,725.39",17975285.1
15600781,Wu,699,Germany,Male,34,4,"€ 120,834.48",10875103.2
15682472,Culbreth,828,French,Male,34,8,"€ 38,131.77",3431859.3
15580203,,674,Spain,Male,,6,"-€ 999,999",-89999910
15690673,Cameron,656,French,Female,39,6,"€ 141,069.88",12696289.2
15760085,Calabresi,684,Germany,Female,48,10,"€ 198,129.36",17831642.4
15779659,Zetticci,625,FRA,Female,28,3,"€ 183,646.41",16528176.9
15627360,Fuller,432,France,Male,42,9,"€ 110,265.24",9923871.6
15671137,MacDonald,549,France,Female,52,1,"€ 8,636.05",777244.5
15782688,Piccio,625,Germany,Male,56,0,"€ 46,824.08",4214167.2
15575492,Kennedy,828,FRA,Female,41,7,"€ 171,378.77",15424089.3
15591607,Fernie,770,FRA,Male,24,9,"€ 167,256.35",15053071.5
15740404,He,758,FRA,Female,34,3,"€ 124,226.16",11180354.4
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,"€ 114,935.21",10344168.9
15677871,Cocci,687,France,Male,38,9,"€ 35,608.88",3204799.2
15642004,Alekseeva,686,French,Male,25,1,"€ 16,459.37",1481343.3
15712543,Chinweike,789,Germany,Male,39,7,"€ 124,411.08",11196997.2
15584518,Arthur,589,Germany,Female,50,5,"€ 34,941.23",3144710.7
15802381,Li,461,Germany,Female,34,5,"€ 167,784.28",15100585.2
15610156,Ma,637,FRA,Male,40,2,"€ 93,165.34",8384880.6
15594408,Chia,584,Spain,Female,48,2,"€ 75,161.25",6764512.5
15640905,Vasin,579,Spain,Female,35,1,"€ 8,590.83",773174.7
15698932,Groves,756,Germany,Male,44,10,"€ 189,543.90",17058951
15724944,Tien,663,France,Male,34,7,"€ 180,427.24",16238451.6
15628145,Forwood,682,FRA,Female,43,5,"€ 193,318.33",17398649.7
15713483,Greeves,793,Spain,Male,52,2,"€ 159,123.82",14321143.8
15612350,Taylor,691,FRA,Female,31,5,"€ 126,213.84",11359245.6
15800703,Madukwe,485,Spain,Female,21,5,"€ 54,141.50",4872735
15705707,Bennelong,635,Spain,Female,29,8,"€ 141,075.51",12696795.9
15754105,Olisanugo,650,French,Male,37,5,"€ 24,495.03",2204552.7
15703264,Chukwufumnanya,735,France,Male,44,9,"€ 74,836.34",6735270.6
15794413,Harris,416,France,Male,32,0,€ 878.87,79098.3
15650237,Morgan,754,Spain,Female,32,7,"€ 89,520.75",8056867.5
15759618,Alexeeva,535,French,Female,48,9,"€ 149,892.79",13490351.1
15811589,Metcalfe,716,Spain,Male,42,8,"€ 180,800.42",16272037.8
15689044,Humphries,539,France,Male,37,2,"€ 98,646.22",8878159.8
15709368,Milne,614,French,Female,43,6,"€ 109,041.53",9813737.7
15679145,Chou,706,Spain,Male,57,7,"€ 17,941.16",1614704.4
15655007,Li,758,French,Female,33,7,"€ 82,996.47",7469682.3
15623595,Clayton,586,Spain,Female,28,2,"€ 92,067.35",8286061.5
15589975,Maclean,646,French,Female,73,6,"€ 104,719.66",9424769.4
15804017,Chigolum,631,Germany,Female,33,4,"€ 112,687.57",10141881.3
15692132,Wilkinson,717,Spain,Female,22,6,"€ 84,699.56",7622960.4
15641122,Wei,684,French,Male,30,2,"€ 83,473.82",7512643.8
15630910,Treacy,800,FRA,Female,49,7,"€ 47,125.11",4241259.9
15680772,Hu,721,Spain,Female,36,2,"€ 106,977.80",9628002
15658929,Taverner,683,Spain,Male,29,0,"€ 55,582.54",5002428.6
15585388,Sherman,660,Germany,Male,31,9,"€ 139,874.43",12588698.7
15724623,Taubman,704,Germany,Female,24,7,"€ 162,503.48",14625313.2
15588537,Robinson,615,Spain,Female,41,9,"€ 196,499.96",17684996.4
15574692,Pinto,667,Spain,Female,39,2,"€ 40,721.24",3664911.6
15611325,Wood,682,Germany,Male,24,9,"€ 53,134.30",4782087
15587562,Hawkins,484,French,Female,29,4,"€ 164,017.89",14761610.1
15613172,Sun,628,Germany,Male,27,5,"€ 155,996.96",14039726.4
15651022,Yost,480,Germany,Male,44,10,"€ 5,472.70",492543
15586310,Ting,578,French,Male,30,4,"€ 112,187.11",10096839.9
15625524,Rowe,512,France,Male,40,5,"€ 146,457.83",13181204.7
15755209,Fu,484,Spain,Female,35,7,"€ 27,286.10",2455749
15645248,Ho,510,French,Female,30,0,"€ 130,553.47",11749812.3
15790355,Okechukwu,606,Germany,Male,36,5,"€ 179,351.89",16141670.1
15762615,Campbell,597,Spain,Female,40,8,"€ 94,774.12",8529670.8
15625426,Ashbolt,754,Germany,Female,55,3,"€ 8,080.85",727276.5
15716334,Rozier,850,Spain,Female,45,2,"€ 19,482.50",1753425
15789669,Hsia,510,FRA,Male,65,2,"€ 48,071.61",4326444.9
15621075,Ogbonnaya,778,Germany,Female,45,1,"€ 174,531.27",15707814.3
15810845,T'ang,636,FRA,Male,42,2,"€ 55,470.78",4992370.2
15719377,Cocci,804,French,Female,50,4,"€ 8,546.87",769218.3
15654506,Chang,514,France,Male,32,8,"€ 95,857.18",8627146.2
15771977,T'ao,730,FRA,Female,39,1,"€ 194,945.80",17545122
15708710,Ford,525,Spain,Female,37,0,"€ 131,521.72",11836954.8
15726676,Marshall,616,Spain,Male,30,5,"€ 196,108.51",17649765.9
15587421,Tsai,687,Germany,Female,34,7,"€ 148,564.76",13370828.4
15726931,Onwumelu,715,FRA,Female,41,8,"€ 92,982.61",8368434.9
15771086,Graham,512,French,Female,36,3,"€ 17,675.36",1590782.4
15756850,Golovanov,479,French,Male,40,1,"€ 114,996.43",10349678.7
15702741,Potts,601,French,Male,32,8,"€ 86,957.42",7826167.8
15679200,Crawford,580,Spain,Male,29,9,"€ 128,077.80",11527002
15594815,Aleshire,807,France,Male,35,3,€ 600.36,54032.4
15635905,Moran,616,Spain,Female,32,6,"€ 43,001.46",3870131.4
15777892,Samsonova,721,Germany,Male,37,3,"€ 158,591.12",14273200.8
15656176,Jenkins,501,France,Male,57,10,"€ 47,847.19",4306247.1
15811127,Volkov,521,FRA,Male,35,6,"€ 10,488.44",943959.6
15604482,Chiemezie,850,Spain,Male,30,2,"€ 5,978.20",538038
15622911,Jude,759,FRA,Male,42,4,"€ 121,409.06",10926815.4
15600974,He,516,Spain,Male,50,5,"€ 146,145.93",13153133.7
15727868,Onuora,711,France,Female,38,2,"€ 14,374.86",1293737.4
15627801,Ginikanwa,512,Spain,Male,33,3,"€ 94,670.77",8520369.3
15773039,Ku,550,France,Male,37,3,"€ 179,670.31",16170327.9
15755262,McDonald,608,Spain,Female,41,3,"€ 199,304.74",17937426.6
15679531,Collins,618,France,Male,34,5,"€ 151,954.39",13675895.1
15684181,Hackett,643,French,Male,45,5,"€ 142,513.50",12826215
15612087,Dike,671,France,Male,45,2,"€ 158,264.62",14243815.8
15752047,Trevisano,689,Germany,Male,33,2,"€ 169,381.90",15244371
15624592,Tan,603,French,Male,31,8,"€ 169,915.02",15292351.8
15573152,Glassman,620,French,Female,41,9,"€ 88,852.47",7996722.3
15594917,Miller,676,French,Female,34,1,"€ 40,645.81",3658122.9
15785542,Kornilova,572,Germany,Male,26,4,"€ 60,427.30",5438457
15723488,Watson,668,Germany,Male,47,7,"€ 157,959.02",14216311.8
15680920,Marchesi,695,French,Male,46,7,"€ 133,007.34",11970660.6
15786308,Millar,730,Spain,Female,33,9,"€ 176,576.62",15891895.8
15659366,Shih,807,FRA,Male,43,1,"€ 34,888.04",3139923.6
15774854,Fuller,592,FRA,Male,54,8,"€ 28,737.71",2586393.9
15725311,Hay,726,France,Female,31,9,"€ 98,178.57",8836071.3
15787155,Yang,514,Spain,Male,30,7,"€ 125,010.24",11250921.6
15727829,McIntyre,567,FRA,Male,42,2,"€ 167,984.61",15118614.9
15733247,Stevenson,850,France,Male,33,10,"€ 4,861.72",437554.8
15568748,Poole,671,Germany,Male,45,6,"€ 108,872.45",9798520.5
15699029,Bagley,670,FRA,Male,37,4,"€ 198,252.88",17842759.2
15774393,Ch'ien,694,French,Female,30,9,"€ 26,960.31",2426427.9
15676895,Cattaneo,547,Germany,Female,39,6,"€ 85,746.52",7717186.8
15637753,O'Sullivan,751,Germany,Male,50,2,"€ 77,206.25",6948562.5
15605461,Lucas,594,Germany,Female,29,3,"€ 61,048.53",5494367.7
15808473,Ringrose,673,France,Male,72,1,"€ 111,981.19",10078307.1
15627000,Freeman,610,FRA,Male,40,0,"€ 62,232.60",5600934
15787174,Sergeyev,512,French,Female,37,1,"€ 156,105.03",14049452.7
15723886,Fiore,767,Germany,Male,20,3,"€ 150,135.38",13512184.2
15704769,Smith,585,French,Female,67,5,"€ 93,146.11",8383149.9
15772896,Dumetochukwu,763,Germany,Male,42,6,"€ 33,462.94",3011664.6
15711540,Pacheco,712,France,Female,29,2,"€ 144,375.00",12993750
15764866,Synnot,539,Germany,Female,43,3,"€ 55,803.96",5022356.4
15794056,Johnston,668,France,Female,46,2,"€ 89,048.46",8014361.4
15795149,Stevens,703,FRA,Male,28,2,"€ 162,812.16",14653094.4
15812009,Grant,662,Spain,Male,38,4,"€ 136,259.65",12263368.5
15651001,Tsao,725,Germany,Female,39,5,"€ 124,052.97",11164767.3
15813844,Barnes,703,FRA,Male,37,8,"€ 74,158.80",6674292
15596175,McIntosh,659,Germany,Male,67,6,"€ 45,071.09",4056398.1
15576269,Madison,523,Spain,Male,34,7,"€ 62,030.06",5582705.4
15797219,Ifesinachi,635,France,Female,40,10,"€ 131,953.23",11875790.7
15685500,Glazkov,772,Germany,Male,26,7,"€ 79,414.00",7147260
15599792,Dimauro,545,FRA,Female,26,1,"€ 199,638.56",17967470.4
15657566,Wieck,634,Germany,Male,24,8,"€ 157,577.29",14181956.1
15772423,Liao,739,Germany,Male,54,8,"€ 134,420.75",12097867.5
15628112,Hughes,771,Germany,Female,36,5,"€ 99,805.99",8982539.1
15753754,Morrison,587,Spain,Female,34,1,"€ 97,932.68",8813941.2
15793726,Matveyeva,681,France,Female,79,0,"€ 170,968.99",15387209.1
15694717,Ku,544,Germany,Male,37,2,"€ 57,558.95",5180305.5
15665834,Cheatham,696,Spain,Male,28,8,"€ 176,713.47",15904212.3
15765297,Yao,766,Spain,Male,41,0,"€ 34,283.23",3085490.7
15636684,Kirkland,727,FRA,Male,34,10,"€ 198,637.34",17877360.6
15592979,Rose,671,Germany,Female,34,6,"€ 156,917.12",14122540.8
15750803,Jess,693,FRA,Female,30,6,"€ 50,457.20",4541148
15607178,Welch,850,Germany,Male,38,3,"€ 140,075.55",12606799.5
15713853,Ifeajuna,732,Germany,Male,42,9,"€ 65,323.11",5879079.9
15673481,Morton,726,Spain,Female,48,6,"€ 64,323.24",5789091.6
15686776,Rossi,557,FRA,Female,32,6,"€ 14,956.44",1346079.6
15673693,Reppert,682,France,Female,26,0,"€ 111,879.21",10069128.9
15700696,Kang,738,Spain,Male,31,9,"€ 18,606.23",1674560.7
15813163,Ch'iu,531,Spain,Female,36,9,"€ 123,137.01",11082330.9
15653857,Wallis,498,French,Male,34,2,"€ 148,528.24",13367541.6
15777076,Clark,651,France,Male,36,7,"€ 13,898.31",1250847.9
15717398,Fielding,549,Spain,Female,39,7,"€ 81,259.25",7313332.5
15799217,Zetticci,791,Germany,Female,35,7,"€ 161,051.75",14494657.5
15787071,Dulhunty,650,Spain,Male,41,9,"€ 191,599.67",17243970.3
15619955,Bevington,733,Germany,Male,34,3,"€ 48,559.19",4370327.1
15796505,Boyle,811,Germany,Female,34,1,"€ 186,339.74",16770576.6
15725166,Newton,707,French,Male,30,8,"€ 33,159.37",2984343.3
15800116,Bowman,712,Germany,Male,28,4,"€ 93,883.53",8449517.7
15758685,Dubinina,706,Spain,Female,37,7,"€ 110,899.30",9980937
15694456,Toscani,756,French,Male,62,3,"€ 11,199.04",1007913.6
15767339,Chiazagomekpere,777,French,Female,53,10,"€ 189,992.97",17099367.3
15683562,Allen,646,French,Male,35,6,"€ 164,255.69",14783012.1
15782210,K'ung,714,French,Male,46,1,"€ 152,167.79",13695101.1
15668893,Wilsmore,782,France,Male,39,8,"€ 33,949.67",3055470.3
15669169,Hargreaves,775,Spain,Male,29,10,"€ 68,143.93",6132953.7
15643024,Huang,479,Germany,Male,35,4,"€ 47,251.79",4252661.1
15699389,Ch'ien,807,French,Male,42,7,"€ 25,885.72",2329714.8
15708608,Wallwork,799,FRA,Female,22,8,"€ 192,633.85",17337046.5
15626144,Chu,675,French,Male,40,7,"€ 34,577.36",3111962.4
15573112,Kang,602,Spain,Male,29,5,"€ 161,229.84",14510685.6
15790678,Davidson,475,FRA,Female,32,8,"€ 100,816.29",9073466.1
15727556,O'Donnell,744,Spain,Female,26,5,"€ 181,694.44",16352499.6
15697307,Nnachetam,588,Spain,Male,34,10,"€ 79,078.91",7117101.9
15652266,Chidiebele,703,Germany,Male,42,9,"€ 137,316.32",12358468.8
15607098,Ahmed,747,Spain,Female,41,5,"€ 194,926.86",17543417.4
15655774,Booth,583,French,Male,27,7,"€ 51,285.49",4615694.1
15590241,Chuang,750,Spain,Female,34,9,"€ 150,401.53",13536137.7
15785819,Shao,681,FRA,Male,38,3,"€ 112,491.96",10124276.4
15723654,Tsao,773,French,Male,25,2,"€ 73,656.38",6629074.2
15774510,Tien,714,FRA,Female,31,4,"€ 106,636.89",9597320.1
15684173,Chang,687,Spain,Female,44,7,"€ 155,853.52",14026816.8
15650068,Johnson,511,French,Male,58,0,"€ 162,599.51",14633955.9
15811490,French,627,France,Male,33,5,"€ 103,737.82",9336403.8
15803976,Efremov,694,FRA,Female,31,10,"€ 160,990.27",14489124.3
15682541,Hartley,616,Spain,Female,36,6,"€ 15,462.84",1391655.6
15695699,Calabrese,687,FRA,Male,35,8,"€ 10,334.05",930064.5
15624188,Chiu,712,FRA,Female,33,6,"€ 190,686.16",17161754.4
15812191,Brennan,553,French,Male,33,4,"€ 94,440.45",8499640.5
15636673,Onwuatuegwu,667,France,Male,31,1,"€ 28,257.63",2543186.7
15594898,Hewitt,731,French,Male,43,2,"€ 170,034.95",15303145.5
15660211,Shih,629,Germany,Male,35,7,"€ 31,824.29",2864186.1
15773972,Balashov,614,FRA,Male,50,4,"€ 127,166.49",11444984.1
15746726,Doyle,438,Germany,Male,31,8,"€ 44,937.01",4044330.9
15712287,Pokrovskii,652,FRA,Female,80,4,"€ 188,603.07",16974276.3
15702919,Collins,729,Germany,Male,30,6,"€ 145,111.37",13060023.3
15674398,Russo,642,French,Male,38,3,"€ 171,463.83",15431744.7
15797960,Skinner,806,Germany,Female,59,0,"€ 182,822.50",16454025
15631868,Robertson,744,Spain,Male,36,2,"€ 87,213.33",7849199.7
15581539,Atkinson,474,Spain,Male,37,3,"€ 57,175.32",5145778.8
15662736,Doyle,559,FRA,Male,49,2,"€ 120,540.83",10848674.7
15666252,Ritchie,706,Spain,Male,42,9,"€ 28,714.34",2584290.6
15677512,McEncroe,628,Spain,Female,22,3,"€ 85,426.28",7688365.2
15626114,Pearson,429,France,Male,24,4,"€ 46,170.75",4155367.5
15810834,Gordon,525,Spain,Female,57,2,"€ 64,448.36",5800352.4
15678910,Ts'ai,680,FRA,Female,30,8,"€ 16,278.97",1465107.3
15694408,Lung,749,France,Male,40,1,"€ 182,855.42",16456987.8
15585215,Yuan,763,France,Female,31,4,"€ 50,404.72",4536424.8
15682757,Pardey,734,FRA,Male,30,3,"€ 107,640.25",9687622.5
15736601,Tai,716,FRA,Male,35,4,"€ 134,132.65",12071938.5
15601848,Scott,594,FRA,Male,35,2,"€ 103,480.69",9313262.1
15736008,Hunter,644,French,Female,46,9,"€ 108,761.05",9788494.5
15669064,Mazzanti,671,Germany,Male,35,1,"€ 179,012.30",16111107
15624528,L?,664,Germany,Male,26,7,"€ 95,145.14",8563062.6
15598493,Beach,656,FRA,Male,50,7,"€ 72,143.44",6492909.6
15601274,Hsieh,667,Spain,Female,40,1,"€ 19,162.89",1724660.1
15702669,Faulkner,663,Germany,Male,44,2,"€ 144,680.18",13021216.2
15728669,Knowles,584,Germany,Female,30,8,"€ 177,772.03",15999482.7
15742668,Day,626,Spain,Female,37,6,"€ 5,597.94",503814.6
15697441,Hsueh,485,French,Male,29,7,"€ 116,828.51",10514565.9
15740476,Tsao,659,Germany,Female,32,3,"€ 174,652.51",15718725.9
15648064,Kennedy,649,FRA,Male,33,2,"€ 2,010.98",180988.2
15636624,Nwabugwu,805,Spain,Female,39,5,"€ 14,109.85",1269886.5
15807923,Young,716,Germany,Female,39,10,"€ 43,527.40",3917466
15745844,Kerr,642,Germany,Female,40,6,"€ 86,099.23",7748930.7
15786170,Tien,659,FRA,Male,31,4,"€ 161,574.19",14541677.1
15681081,Marrero,545,Spain,Female,47,5,"€ 38,970.14",3507312.6
15684484,White,543,French,Male,22,8,"€ 127,587.22",11482849.8
15785869,Pisano,718,FRA,Female,25,7,"€ 30,380.12",2734210.8
15763859,Brown,840,French,Female,43,7,"€ 90,908.95",8181805.5
15658935,Freeman,630,Germany,Female,34,9,"€ 138,275.01",12444750.9
15747358,Russell,643,Germany,Male,59,3,"€ 32,171.79",2895461.1
15735203,Seleznyov,654,Germany,Female,32,1,"€ 126,143.23",11352890.7
15576256,Yusupova,582,French,Male,39,5,"€ 129,892.93",11690363.7
15659420,Foley,659,Spain,Male,32,3,"€ 102,416.84",9217515.6
15593365,Shih,762,Spain,Male,39,2,"€ 18,719.67",1684770.3
15777352,Ikedinachukwu,568,Spain,Female,32,7,"€ 61,936.22",5574259.8
15812007,Power,670,Spain,Male,25,6,"€ 78,358.94",7052304.6
15625461,Amos,613,French,Female,45,1,"€ 147,224.27",13250184.3
15739438,Reed,539,FRA,Male,30,0,"€ 160,979.66",14488169.4
15611759,Simmons,850,Spain,Female,57,8,"€ 132,298.49",11906864.1
15661629,Ricci,522,Spain,Male,34,9,"€ 174,248.52",15682366.8
15633950,Yen,737,FRA,Male,41,1,"€ 123,547.28",11119255.2
15592386,Campbell,520,France,Male,58,3,"€ 32,790.02",2951101.8
15803716,West,706,Spain,Male,28,3,"€ 181,543.67",16338930.3
15696674,Robinson,643,Germany,Female,45,2,"€ 2,319.96",208796.4
15706365,Bianchi,648,French,Female,50,9,"€ 189,543.19",17058887.1
15745088,Chen,443,Germany,Female,29,9,"€ 10,940.40",984636
15676715,Madukaego,640,FRA,Male,68,9,"€ 199,493.38",17954404.2
15613085,Ibrahimova,628,Spain,Female,33,3,"€ 188,193.25",16937392.5
15633537,Nolan,540,Germany,Female,42,9,"€ 172,572.64",15531537.6
15594720,Scott,460,Germany,Female,35,8,"€ 189,339.60",17040564
15684042,Blair,636,Germany,Male,34,2,"€ 53,512.16",4816094.4
15583303,Monaldo,593,FRA,Female,29,2,"€ 34,004.44",3060399.6
15611579,Sutherland,801,Spain,Male,42,4,"€ 10,598.29",953846.1
15774696,Cole,640,Germany,Female,75,1,"€ 113,428.77",10208589.3
